Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun023.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
12.000000	23	44.355602	52.029481	-54.002503	29.641102	-53.865169	-0.165682	-26.879177	-0.593413	-0.637950	-0.774683	-0.986740	-1.129834	-0.994921	-0.995776	-0.719624	-0.145237	0.123962	0.771202	3.838285	-2.483608	0.278490	-0.760253	0.147798	0.161421	0.132304	0.129131	147.176068	1.663961	-0.460569	-0.132910	0.170343	-0.043592	-49384.141066	-49995.852327	-49998.236319	2247.755193	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2466.358205	-49384.859274	49992.905035	1022.352598	49995.619805	-49115.446240	0.679951
13.000000	23	44.355602	52.029481	-54.002503	29.646443	-53.865169	-0.149114	-26.879177	-0.559113	-0.637950	-0.774683	-0.986740	-1.140589	-0.994921	-0.995776	-0.708970	-0.141133	0.111483	0.775352	3.863528	-2.483608	0.280589	-0.760253	0.146961	0.159795	0.130638	0.128284	147.167425	1.662327	-0.459737	-0.133742	0.169507	-0.043592	-49384.141066	-49995.852327	-49998.236319	2247.755193	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2466.358205	-49384.859274	49992.905035	1019.338432	49995.619805	-49115.446240	0.679951
14.000000	23	44.355602	52.024140	-54.017762	29.651784	-53.865169	-0.165682	-26.886807	-0.559113	-0.637950	-0.731732	-0.965285	-1.140589	-0.994921	-0.995776	-0.740932	-0.141133	0.119802	0.779503	3.888770	-2.483608	0.282689	-0.761100	0.147798	0.158982	0.130638	0.126590	147.158782	1.663961	-0.461402	-0.135408	0.171180	-0.044421	-49384.141066	-49995.852327	-49998.236319	2243.233945	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2472.461297	-49384.859274	49992.905035	1020.845515	49995.619805	-49115.446240	0.679951
15.000000	23	44.355602	52.029481	-53.987243	29.657125	-53.865169	-0.165682	-26.879177	-0.559113	-0.659273	-0.731732	-0.965285	-1.140589	-1.016284	-0.995776	-0.719624	-0.149342	0.119802	0.758750	3.863528	-2.483608	0.284789	-0.761100	0.147798	0.159795	0.132304	0.129131	147.167425	1.662327	-0.462235	-0.136241	0.169507	-0.041934	-49384.141066	-49995.852327	-49998.236319	2246.248111	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2467.883978	-49384.859274	49992.905035	1020.845515	49995.619805	-49115.446240	0.679951
16.000000	23	44.355602	52.024140	-54.002503	29.641102	-53.880428	-0.165682	-26.863918	-0.524814	-0.701919	-0.753208	-0.965285	-1.129834	-0.994921	-0.985064	-0.708970	-0.149342	0.115642	0.771202	3.863528	-2.457336	0.286888	-0.761947	0.148635	0.160608	0.130638	0.129978	147.158782	1.662327	-0.460569	-0.137074	0.169507	-0.041934	-49384.141066	-49995.852327	-49998.236319	2244.741028	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2461.780886	-49384.859274	49992.905035	1019.338432	49995.619805	-49115.446240	0.679951
17.000000	23	44.355602	52.024140	-54.017762	29.657125	-53.895688	-0.165682	-26.879177	-0.662013	-0.595303	-0.753208	-0.954558	-1.140589	-1.026966	-1.017200	-0.708970	-0.153447	0.115642	0.771202	3.888770	-2.431065	0.276390	-0.760253	0.147798	0.160608	0.132304	0.129978	147.158782	1.660693	-0.459737	-0.135408	0.173689	-0.041934	-49384.141066	-49995.852327	-49998.236319	2244.741028	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2463.306659	-49384.859274	49992.905035	1025.366763	49995.619805	-49115.446240	0.679951
18.000000	23	44.315928	52.034822	-53.987243	29.646443	-53.865169	-0.165682	-26.863918	-0.490514	-0.637950	-0.774683	-0.976013	-1.140589	-1.005603	-1.017200	-0.708970	-0.141133	0.111483	0.771202	3.888770	-2.431065	0.284789	-0.761947	0.149472	0.160608	0.133970	0.128284	147.132853	1.663144	-0.459737	-0.136241	0.169507	-0.042763	-49384.141066	-49995.852327	-49998.236319	2250.769359	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2463.306659	-49384.859274	49992.905035	1023.859681	49995.619805	-49115.446240	0.679951
19.000000	23	44.395276	52.029481	-54.017762	29.646443	-53.895688	-0.165682	-26.871548	-0.559113	-0.680596	-0.753208	-0.943831	-1.119079	-1.016284	-0.995776	-0.719624	-0.153447	0.115642	0.775352	3.888770	-2.431065	0.280589	-0.760253	0.148635	0.159795	0.132304	0.128284	147.150139	1.660693	-0.460569	-0.134575	0.171180	-0.040276	-49384.141066	-49995.852327	-49998.236319	2250.769359	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2464.832432	-49384.859274	49992.905035	1022.352598	49995.619805	-49115.446240	0.679951
20.000000	23	44.494461	52.034822	-54.033021	29.646443	-53.910947	-0.198818	-26.863918	-0.524814	-0.680596	-0.774683	-0.965285	-1.140589	-0.994921	-0.995776	-0.719624	-0.141133	0.123962	0.779503	3.914012	-2.404794	0.284789	-0.761100	0.148635	0.161421	0.132304	0.129978	147.115568	1.663144	-0.460569	-0.132910	0.172016	-0.041934	-49384.141066	-49995.852327	-49998.236319	2249.262276	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2461.780886	-49384.859274	49992.905035	1023.859681	49995.619805	-49115.446240	0.679951
21.000000	23	45.287942	52.045503	-54.109317	29.657125	-53.956725	-0.016568	-26.665548	-0.421914	-0.573980	-0.688780	-0.868740	-1.076060	-0.941514	-0.985064	-0.708970	-0.128818	0.119802	0.767051	4.090710	-2.299709	0.282689	-0.755172	0.149472	0.159795	0.132304	0.131671	147.201996	1.663144	-0.460569	-0.134575	0.172853	-0.042763	-49384.141066	-49995.852327	-49998.236319	2246.248111	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2449.574703	-49384.859274	49992.905035	1008.788852	49995.619805	-49115.446240	0.679951
22.000000	23	45.823542	52.050844	-54.078799	29.657125	-53.971984	0.165682	-26.482437	-0.284715	-0.424717	-0.602876	-0.793649	-0.990023	-0.898788	-0.952928	-0.666354	-0.132923	0.144760	0.775352	4.317892	-2.010725	0.282689	-0.746703	0.147798	0.160608	0.131471	0.129978	147.348924	1.662327	-0.458904	-0.134575	0.173689	-0.041934	-49384.141066	-49995.852327	-49998.236319	2237.205613	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2449.574703	-49384.859274	49992.905035	1011.803018	49995.619805	-49115.446240	0.679951
23.000000	23	46.259957	52.056185	-54.078799	29.657125	-53.926206	0.364500	-26.314585	-0.113216	-0.296777	-0.474021	-0.686377	-0.925494	-0.866744	-0.888656	-0.645046	-0.124714	0.148920	0.783653	4.494589	-1.879369	0.278490	-0.739081	0.148635	0.158169	0.134804	0.130824	147.443996	1.663961	-0.460569	-0.134575	0.172853	-0.041934	-49384.141066	-49995.852327	-49998.236319	2234.191448	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2448.048930	-49384.859274	49992.905035	1011.803018	49995.619805	-49115.446240	0.679951
24.000000	23	46.775719	52.066866	-54.078799	29.662465	-53.941465	0.480478	-26.123844	-0.113216	-0.168837	-0.302214	-0.622013	-0.871721	-0.770610	-0.856520	-0.623738	-0.116504	0.169718	0.787804	4.721771	-1.642928	0.278490	-0.731459	0.147798	0.159795	0.133970	0.129978	147.608210	1.663144	-0.459737	-0.131244	0.172853	-0.041934	-49384.141066	-49995.852327	-49998.236319	2232.684365	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2448.048930	-49384.859274	49992.905035	1005.774686	49995.619805	-49115.446240	0.679951
25.000000	23	47.231971	52.072207	-54.033021	29.662465	-53.880428	0.679296	-25.917844	0.161182	-0.083544	-0.302214	-0.546922	-0.839457	-0.727884	-0.824384	-0.613084	-0.100085	0.178037	0.787804	4.797499	-1.406486	0.280589	-0.723837	0.147798	0.173616	0.133137	0.130824	147.729210	1.660693	-0.497215	-0.132077	0.172853	-0.043592	-49384.141066	-49995.852327	-49998.236319	2226.656033	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2449.574703	-49384.859274	49992.905035	1002.760521	49995.619805	-49115.446240	0.679951
26.000000	23	47.688223	52.066866	-54.033021	29.678488	-53.895688	0.861546	-25.742363	0.264081	0.023072	-0.151883	-0.461104	-0.699645	-0.685158	-0.781536	-0.591776	-0.095980	0.178037	0.787804	4.974196	-1.143774	0.284789	-0.717062	0.148635	0.174429	0.133970	0.129978	147.867495	1.662327	-0.499713	-0.131244	0.171180	-0.041934	-49384.141066	-49995.852327	-49998.236319	2226.656033	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2440.420066	-49384.859274	49992.905035	1002.760521	49995.619805	-49115.446240	0.679951
27.000000	23	48.184149	52.072207	-54.033021	29.694510	-53.895688	1.027228	-25.559252	0.401280	0.151012	-0.044504	-0.364559	-0.645871	-0.610388	-0.706552	-0.570468	-0.071352	0.198836	0.796105	5.176136	-0.986146	0.284789	-0.707746	0.147798	0.176055	0.133970	0.131671	148.023066	1.665595	-0.502212	-0.186212	0.171180	-0.043592	-49384.141066	-49995.852327	-49998.236319	2223.641868	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2448.048930	-49384.859274	49992.905035	1004.267603	49995.619805	-49115.446240	0.679951
28.000000	23	48.561052	52.082888	-54.017762	29.678488	-53.926206	1.176342	-25.353252	0.504179	0.278952	0.019924	-0.310923	-0.581343	-0.546299	-0.674416	-0.506544	-0.071352	0.194676	0.800255	5.352833	-0.775977	0.280589	-0.700124	0.148635	0.176868	0.133137	0.129978	148.109495	1.663961	-0.498048	-0.185379	0.170343	-0.041934	-49384.141066	-49995.852327	-49998.236319	2223.641868	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2451.100476	-49384.859274	49992.905035	1005.774686	49995.619805	-49115.446240	0.679951
29.000000	23	49.017304	52.093570	-54.063540	29.689169	-53.880428	1.325455	-25.170141	0.675678	0.428215	0.084352	-0.182196	-0.516815	-0.482210	-0.642280	-0.463928	-0.050828	0.219634	0.804406	5.529531	-0.565807	0.280589	-0.692502	0.147798	0.176868	0.133137	0.129978	148.204566	1.663961	-0.499713	-0.184546	0.173689	-0.041934	-49384.141066	-49995.852327	-49998.236319	2223.641868	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2443.471612	-49384.859274	49992.905035	1004.267603	49995.619805	-49115.446240	0.679951
30.000000	23	49.414045	52.104251	-53.987243	29.699850	-53.910947	1.491137	-24.994659	0.812877	0.534831	0.191731	-0.117832	-0.441532	-0.439484	-0.556584	-0.485236	-0.030305	0.207155	0.808556	5.680985	-0.329365	0.278490	-0.683186	0.149472	0.177681	0.133970	0.129978	148.368780	1.663961	-0.498880	-0.186212	0.172016	-0.040276	-49384.141066	-49995.852327	-49998.236319	2223.641868	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2443.471612	-49384.859274	49992.905035	1008.788852	49995.619805	-49115.446240	0.679951
31.000000	23	49.830622	52.114933	-54.063540	29.689169	-53.926206	1.689956	-24.819178	0.915776	0.662771	0.385014	-0.021287	-0.377003	-0.396758	-0.513736	-0.410658	-0.009781	0.227953	0.812707	5.983895	-0.145467	0.282689	-0.678105	0.151982	0.176055	0.133137	0.129978	148.507065	1.660693	-0.502212	-0.184546	0.172016	-0.040276	-49384.141066	-49995.852327	-49998.236319	2220.627702	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2438.894293	-49384.859274	49992.905035	1008.788852	49995.619805	-49115.446240	0.679951
32.000000	23	50.207526	52.125614	-54.002503	29.689169	-53.910947	1.855638	-24.628437	1.052975	0.769387	0.492393	0.064531	-0.280211	-0.343351	-0.503024	-0.400004	-0.013886	0.252911	0.821008	6.135350	0.117246	0.278490	-0.667942	0.162861	0.181747	0.134804	0.130824	148.610779	1.663144	-0.503878	-0.186212	0.171180	-0.040276	-49384.141066	-49995.852327	-49998.236319	2223.641868	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2437.368520	-49384.859274	49992.905035	1005.774686	49995.619805	-49115.446240	0.679951
33.000000	23	50.485244	52.125614	-54.048280	29.694510	-53.910947	1.988183	-24.437696	1.190174	0.918650	0.556821	0.150349	-0.226437	-0.257899	-0.438753	-0.368042	-0.009781	0.248752	0.829309	6.337290	0.274873	0.280589	-0.659473	0.162861	0.182560	0.133137	0.131671	148.731779	1.664778	-0.507209	-0.187045	0.171180	-0.038617	-49384.141066	-49995.852327	-49998.236319	2222.134785	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2438.894293	-49384.859274	49992.905035	996.732189	49995.619805	-49115.446240	0.679951
34.000000	23	50.901822	52.136296	-53.987243	29.689169	-53.895688	2.153865	-24.246956	1.327373	1.003943	0.642724	0.289804	-0.151154	-0.193810	-0.428041	-0.325426	0.018952	0.277869	0.833460	6.539229	0.485043	0.280589	-0.651004	0.164534	0.183373	0.132304	0.129978	148.852779	1.663144	-0.508042	-0.187878	0.169507	-0.040276	-49384.141066	-49995.852327	-49998.236319	2219.120619	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2440.420066	-49384.859274	49992.905035	995.225106	49995.619805	-49115.446240	0.679951
35.000000	23	51.159703	52.130955	-54.002503	29.699850	-53.941465	2.319547	-24.071474	1.464572	1.153206	0.793055	0.364894	-0.097381	-0.161766	-0.385193	-0.314772	0.039476	0.286189	0.833460	6.892624	0.695213	0.280589	-0.644229	0.162024	0.184999	0.133970	0.129978	148.973779	1.663961	-0.508042	-0.187045	0.173689	-0.040276	-49384.141066	-49995.852327	-49998.236319	2214.599371	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2437.368520	-49384.859274	49992.905035	998.239272	49995.619805	-49115.446240	0.679951
36.000000	23	51.536607	52.152318	-54.017762	29.705191	-53.895688	2.485229	-23.895993	1.670371	1.281146	0.900435	0.439985	0.031676	-0.097677	-0.342345	-0.250848	0.064104	0.294508	0.841761	6.968351	0.984197	0.282689	-0.634067	0.162024	0.187438	0.133137	0.130824	149.077493	1.662327	-0.513039	-0.187878	0.170343	-0.041105	-49384.141066	-49995.852327	-49998.236319	2214.599371	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2437.368520	-49384.859274	49992.905035	1004.267603	49995.619805	-49115.446240	0.679951
37.000000	23	51.794488	52.152318	-53.971984	29.705191	-53.956725	2.650911	-23.712882	1.841869	1.366439	1.007814	0.525803	0.063940	-0.044270	-0.310209	-0.229540	0.092838	0.306987	0.850062	7.321746	1.141825	0.284789	-0.624751	0.162024	0.188251	0.133970	0.130824	149.215778	1.663961	-0.513872	-0.185379	0.172016	-0.040276	-49384.141066	-49995.852327	-49998.236319	2213.092288	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2438.894293	-49384.859274	49992.905035	996.732189	49995.619805	-49115.446240	0.679951
38.000000	23	52.151555	52.168340	-54.017762	29.705191	-53.941465	2.833161	-23.514512	1.944769	1.558348	1.136669	0.622348	0.128469	0.041182	-0.256649	-0.208232	0.117466	0.315306	0.845911	7.548928	1.351995	0.278490	-0.617976	0.162861	0.188251	0.133137	0.129978	149.319492	1.663961	-0.518036	-0.186212	0.172016	-0.042763	-49384.141066	-49995.852327	-49998.236319	2205.556873	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2440.420066	-49384.859274	49992.905035	999.746355	49995.619805	-49115.446240	0.679951
39.000000	23	52.330088	52.168340	-54.002503	29.715873	-53.910947	2.982275	-23.354289	2.150567	1.664965	1.287001	0.751076	0.246770	0.105271	-0.224513	-0.176270	0.137990	0.327786	0.866664	7.725625	1.535893	0.282689	-0.608660	0.163698	0.186625	0.133970	0.130824	149.423207	1.663144	-0.522200	-0.186212	0.173689	-0.041105	-49384.141066	-49995.852327	-49998.236319	2211.585205	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2438.894293	-49384.859274	49992.905035	999.746355	49995.619805	-49115.446240	0.679951
40.000000	23	52.647481	52.189703	-53.971984	29.699850	-53.880428	3.147957	-23.155919	2.322066	1.771581	1.308476	0.804712	0.279035	0.137315	-0.160241	-0.144308	0.166723	0.340265	0.866664	7.902323	1.824877	0.276390	-0.597650	0.164534	0.193129	0.133137	0.129978	149.526921	1.667229	-0.523866	-0.217860	0.170343	-0.041105	-49384.141066	-49995.852327	-49998.236319	2210.078122	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2429.739656	-49384.859274	49992.905035	1007.281769	49995.619805	-49115.446240	0.679951
41.000000	23	52.826014	52.179022	-54.002503	29.699850	-53.926206	3.346775	-22.972808	2.287766	1.920844	1.372904	0.901257	0.375827	0.212086	-0.128105	-0.123000	0.187247	0.348584	0.874965	7.978050	2.008776	0.276390	-0.587488	0.162024	0.189877	0.133137	0.129131	149.665206	1.664778	-0.526365	-0.217027	0.171180	-0.040276	-49384.141066	-49995.852327	-49998.236319	2204.049791	-49997.181400	49993.757319	49382.136475	49993.247737	-49384.647344	2440.420066	-49384.859274	49992.905035	1005.774686	49995.619805	-49115.446240	0.679951
