Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun024.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Horizontal Disp	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Red actuator	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
13.000000	24	65.561388	54.571673	-54.231391	30.346080	-54.017762	1.242615	-24.460585	0.607078	0.278952	0.019924	-0.353832	-0.527570	-0.482210	-0.481600	-0.250848	0.445845	0.985014	2.771751	7.649898	-2.431065	0.389772	-1.773132	-0.104084	0.230527	0.162298	0.123202	151.696274	4.404931	-0.511373	-0.291984	0.164488	-0.043592	-49384.141066	-49995.852327	49993.289454	2342.701413	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2451.100476	-49384.859274	-49998.620738	942.477206	49995.619805	-49115.446240	0.679951
14.000000	24	65.977966	54.582354	-54.185614	30.340739	-53.971984	1.507706	-24.193548	0.881476	0.449538	0.105827	-0.235832	-0.463041	-0.428803	-0.438753	-0.197578	0.458159	0.993333	2.796654	7.877080	-2.142081	0.391872	-1.762969	-0.104921	0.230527	0.162298	0.119815	151.869131	4.406565	-0.513039	-0.291984	0.163651	-0.044421	-49384.141066	-49995.852327	49993.289454	2345.715579	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2449.574703	-49384.859274	-49998.620738	937.955958	49995.619805	-49115.446240	0.679951
15.000000	24	66.414380	54.587695	-54.216132	30.346080	-53.971984	1.723092	-23.957030	1.052975	0.662771	0.342062	-0.096378	-0.355494	-0.332670	-0.385193	-0.165616	0.482788	1.001653	2.809106	8.129505	-1.879369	0.391872	-1.749419	-0.104084	0.230527	0.163964	0.121509	152.059273	4.409015	-0.513039	-0.292817	0.161142	-0.041934	-49384.141066	-49995.852327	49993.289454	2348.729745	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2452.626249	-49384.859274	-49998.620738	939.463041	49995.619805	-49115.446240	0.679951
16.000000	24	66.592914	54.609058	-54.216132	30.351421	-54.002503	1.971615	-23.689993	1.155874	0.748064	0.513869	0.032349	-0.247947	-0.225855	-0.342345	-0.123000	0.507416	1.018291	2.809106	8.407172	-1.564114	0.385573	-1.737562	-0.103247	0.231340	0.161465	0.121509	152.223487	4.413100	-0.515537	-0.293650	0.162815	-0.042763	-49384.141066	-49995.852327	49993.289454	2347.222662	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2444.997385	-49384.859274	-49998.620738	928.913461	49995.619805	-49115.446240	0.679951
17.000000	24	66.910306	54.603717	-54.216132	30.351421	-53.956725	2.170433	-23.445845	1.464572	0.961297	0.578297	0.128895	-0.172664	-0.172447	-0.245937	-0.080384	0.548464	1.051569	2.817407	8.609112	-1.275130	0.391872	-1.724859	-0.105758	0.230527	0.163131	0.120662	152.361773	4.418819	-0.553849	-0.293650	0.160305	-0.042763	-49384.141066	-49995.852327	49993.289454	2345.715579	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2441.945839	-49384.859274	-49998.620738	933.434709	49995.619805	-49115.446240	0.679951
18.000000	24	67.188025	54.614399	-54.261910	30.356761	-53.926206	2.369252	-23.178808	1.636071	1.153206	0.750104	0.289804	-0.022098	-0.044270	-0.170953	-0.037768	0.581302	1.059888	2.825708	8.836294	-0.907333	0.391872	-1.711309	-0.107431	0.245162	0.162298	0.122356	152.517344	4.418819	-0.551350	-0.291151	0.163651	-0.041934	-49384.141066	-49995.852327	49993.289454	2344.208496	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2444.997385	-49384.859274	-49998.620738	930.420544	49995.619805	-49115.446240	0.679951
19.000000	24	67.346721	54.625080	-54.246651	30.346080	-53.926206	2.634343	-22.949919	1.841869	1.302469	0.964862	0.418531	0.053185	0.009138	-0.117393	0.015503	0.614140	1.084846	2.834009	9.139204	-0.670892	0.389772	-1.698606	-0.088185	0.245162	0.164797	0.121509	152.664272	4.429440	-0.552183	-0.294482	0.163651	-0.043592	-49384.141066	-49995.852327	49993.289454	2344.208496	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2440.420066	-49384.859274	-49998.620738	930.420544	49995.619805	-49115.446240	0.679951
20.000000	24	67.525254	54.625080	-54.200873	30.351421	-53.926206	2.916002	-22.675253	2.081968	1.537025	1.115194	0.557985	0.203752	0.126634	-0.031697	0.090081	0.683920	1.101485	2.838159	9.290658	-0.329365	0.391872	-1.682515	-0.084837	0.244349	0.161465	0.121509	152.828486	4.429440	-0.553849	-0.291151	0.163651	-0.043592	-49384.141066	-49995.852327	49993.289454	2339.687248	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2440.420066	-49384.859274	-49998.620738	934.941792	49995.619805	-49115.446240	0.679951
21.000000	24	67.703787	54.630421	-54.261910	30.351421	-53.910947	3.131389	-22.438734	2.253466	1.686288	1.244049	0.686712	0.322054	0.201404	0.043287	0.122043	0.720863	1.109804	2.867213	9.644053	-0.119195	0.389772	-1.667271	-0.087348	0.245162	0.163964	0.120662	152.975415	4.436793	-0.552183	-0.292817	0.162815	-0.041105	-49384.141066	-49995.852327	49993.289454	2344.208496	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2444.997385	-49384.859274	-49998.620738	927.406378	49995.619805	-49115.446240	0.679951
22.000000	24	67.842647	54.641102	-54.231391	30.346080	-53.910947	3.346775	-22.171697	2.527864	1.835551	1.372904	0.826166	0.418846	0.286856	0.075423	0.164659	0.683920	1.143081	2.871364	9.921720	0.274873	0.393972	-1.650333	-0.085674	0.242723	0.163131	0.120662	153.122343	4.435976	-0.553016	-0.346119	0.163651	-0.041934	-49384.141066	-49995.852327	49993.289454	2344.208496	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2444.997385	-49384.859274	-49998.620738	927.406378	49995.619805	-49115.446240	0.679951
23.000000	24	67.763298	54.635762	-54.246651	30.346080	-53.880428	3.562162	-21.942808	2.665063	2.048784	1.630615	0.976348	0.537148	0.425715	0.128983	0.228583	0.720863	1.143081	2.871364	10.249872	0.563857	0.389772	-1.636783	-0.084837	0.242723	0.163964	0.122356	153.277914	4.435976	-0.550517	-0.347785	0.162815	-0.042763	-49384.141066	-49995.852327	49993.289454	2341.194330	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2440.420066	-49384.859274	-49998.620738	925.899295	49995.619805	-49115.446240	0.679951
24.000000	24	67.981506	54.641102	-54.200873	30.346080	-53.926206	3.711275	-21.691031	2.836562	2.219370	1.737994	1.029984	0.590922	0.447078	0.193255	0.239237	0.737282	1.159720	2.879665	10.426570	0.668942	0.391872	-1.625773	-0.085674	0.243536	0.163131	0.120662	153.312485	4.442512	-0.552183	-0.346952	0.158632	-0.044421	-49384.141066	-49995.852327	49993.289454	2338.180165	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2443.471612	-49384.859274	-49998.620738	925.899295	49995.619805	-49115.446240	0.679951
25.000000	24	68.160039	54.651784	-54.185614	30.340739	-53.926206	3.959798	-21.439253	3.110960	2.368633	1.845373	1.158711	0.719978	0.553893	0.268239	0.281853	0.774224	1.197157	2.879665	10.678994	0.879112	0.393972	-1.613070	-0.084837	0.243536	0.162298	0.122356	153.468057	4.443329	-0.553849	-0.351116	0.158632	-0.043592	-49384.141066	-49995.852327	49993.289454	2339.687248	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2438.894293	-49384.859274	-49998.620738	924.392212	49995.619805	-49115.446240	0.679951
26.000000	24	68.358409	54.657125	-54.216132	30.330058	-53.910947	4.175185	-21.179846	3.179560	2.539219	1.931277	1.298166	0.816771	0.660708	0.343223	0.345777	0.782434	1.201317	2.887966	11.057631	1.220638	0.389772	-1.599520	-0.084000	0.243536	0.162298	0.123202	153.606342	4.449048	-0.561344	-0.347785	0.161142	-0.042763	-49384.141066	-49995.852327	49993.289454	2339.687248	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2441.945839	-49384.859274	-49998.620738	918.363881	49995.619805	-49115.446240	0.679951
27.000000	24	68.497269	54.673147	-54.216132	30.324717	-53.941465	4.440276	-20.928068	3.419658	2.645836	2.038656	1.459074	0.956582	0.714115	0.407495	0.377739	0.827586	1.226275	2.892116	11.335298	1.535893	0.393972	-1.585122	-0.084837	0.242723	0.164797	0.123202	153.761913	4.448231	-0.560511	-0.348618	0.156959	-0.041934	-49384.141066	-49995.852327	49993.289454	2335.165999	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2446.523158	-49384.859274	-49998.620738	921.378046	49995.619805	-49115.446240	0.679951
28.000000	24	68.655965	54.667806	-54.231391	30.335398	-53.910947	4.672231	-20.683920	3.625457	2.859069	2.274891	1.577074	1.053375	0.810249	0.482479	0.441663	0.852214	1.238754	2.896267	11.688693	1.824877	0.393972	-1.569878	-0.081490	0.242723	0.161465	0.123202	153.926127	4.458851	-0.560511	-0.349451	0.161142	-0.061834	-49384.141066	-49995.852327	49993.289454	2338.180165	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2443.471612	-49384.859274	-49998.620738	924.392212	49995.619805	-49115.446240	0.679951
29.000000	24	68.794824	54.689169	-54.185614	30.308695	-53.910947	4.937322	-20.439772	3.899855	3.072302	2.425222	1.684347	1.182431	0.885019	0.589599	0.441663	0.893262	1.242914	2.887966	11.840148	2.061318	0.387673	-1.555481	-0.080653	0.245162	0.162298	0.124896	154.038484	4.458851	-0.562177	-0.345286	0.159469	-0.061005	-49384.141066	-49995.852327	49993.289454	2338.180165	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2438.894293	-49384.859274	-49998.620738	919.870964	49995.619805	-49115.446240	0.679951
30.000000	24	68.973357	54.694510	-54.170354	30.303354	-53.926206	5.185845	-20.157476	4.071353	3.221565	2.597029	1.823801	1.246960	0.981152	0.621735	0.516241	0.913786	1.267872	2.908718	12.294512	2.402845	0.393972	-1.540237	-0.082327	0.245162	0.162298	0.122356	154.219984	4.461302	-0.566341	-0.345286	0.157796	-0.062664	-49384.141066	-49995.852327	49993.289454	2338.180165	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2440.420066	-49384.859274	-49998.620738	924.392212	49995.619805	-49115.446240	0.679951
31.000000	24	69.072542	54.694510	-54.185614	30.303354	-53.941465	5.401231	-19.905698	4.311452	3.456121	2.725884	1.973983	1.397526	1.098648	0.707431	0.569511	0.921995	1.284510	2.904568	12.597422	2.639286	0.393972	-1.525840	-0.081490	0.245162	0.183127	0.121509	154.323698	4.467021	-0.569673	-0.343621	0.159469	-0.061005	-49384.141066	-49995.852327	49993.289454	2332.151833	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2441.945839	-49384.859274	-49998.620738	922.885129	49995.619805	-49115.446240	0.679951
32.000000	24	69.231239	54.715873	-54.231391	30.281991	-53.941465	5.616618	-19.669179	4.414351	3.584060	2.833264	2.113437	1.451299	1.184100	0.760991	0.590819	0.930205	1.313628	2.908718	12.824604	2.980812	0.391872	-1.511443	-0.081490	0.245975	0.182293	0.122356	154.505198	4.466204	-0.568007	-0.345286	0.160305	-0.059347	-49384.141066	-49995.852327	49993.289454	2335.165999	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2446.523158	-49384.859274	-49998.620738	916.856798	49995.619805	-49115.446240	0.679951
33.000000	24	69.409772	54.721213	-54.200873	30.271310	-53.910947	5.931413	-19.409772	4.654449	3.733323	3.048022	2.231437	1.601866	1.258871	0.803839	0.644089	0.975357	1.330267	2.921170	13.152756	3.243525	0.391872	-1.495352	-0.079816	0.243536	0.181460	0.122356	154.652126	4.479276	-0.571338	-0.345286	0.158632	-0.062664	-49384.141066	-49995.852327	49993.289454	2332.151833	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2440.420066	-49384.859274	-49998.620738	922.885129	49995.619805	-49115.446240	0.679951
34.000000	24	69.528794	54.737236	-54.200873	30.281991	-53.941465	6.113663	-19.180883	4.860248	3.861263	3.155402	2.360164	1.741677	1.344322	0.868111	0.718667	0.991776	1.351065	2.925320	13.329454	3.506237	0.391872	-1.483496	-0.078143	0.243536	0.182293	0.123202	154.764483	4.478459	-0.576336	-0.345286	0.160305	-0.060176	-49384.141066	-49995.852327	49993.289454	2338.180165	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2440.420066	-49384.859274	-49998.620738	919.870964	49995.619805	-49115.446240	0.679951
35.000000	24	69.687490	54.742576	-54.216132	30.265969	-53.941465	6.345618	-18.913846	5.066046	4.117142	3.284257	2.499618	1.838469	1.429774	0.932383	0.782591	1.032823	1.367704	2.929471	13.632363	3.768949	0.389772	-1.466558	-0.078143	0.248414	0.181460	0.122356	154.928697	4.484995	-0.575503	-0.346952	0.158632	-0.062664	-49384.141066	-49995.852327	49993.289454	2336.673082	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2443.471612	-49384.859274	-49998.620738	910.828466	49995.619805	-49115.446240	0.679951
36.000000	24	69.826350	54.753258	-54.185614	30.255287	-53.941465	6.577573	-18.646809	5.340444	4.287729	3.541967	2.660527	1.946017	1.493863	0.985943	0.825207	1.057451	1.380183	2.933621	13.834303	4.136747	0.391872	-1.448773	-0.077306	0.249227	0.180627	0.120662	155.066982	4.485812	-0.579667	-0.347785	0.161142	-0.059347	-49384.141066	-49995.852327	49993.289454	2333.658916	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2446.523158	-49384.859274	-49998.620738	913.842632	49995.619805	-49115.446240	0.679951
37.000000	24	69.985046	54.763939	-54.200873	30.249947	-53.926206	6.809528	-18.417920	5.511943	4.458315	3.649347	2.778527	2.053564	1.622041	1.114487	0.857169	1.090289	1.409300	2.950223	14.086728	4.399459	0.387673	-1.436070	-0.076469	0.247601	0.182293	0.123202	155.196625	4.495615	-0.589661	-0.346952	0.157796	-0.061834	-49384.141066	-49995.852327	49993.289454	2341.194330	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2444.997385	-49384.859274	-49998.620738	919.870964	49995.619805	-49115.446240	0.679951
38.000000	24	70.104068	54.774621	-54.200873	30.249947	-53.956725	7.041482	-18.150884	5.649142	4.607578	3.842630	2.939436	2.161111	1.707493	1.178759	0.931748	1.098499	1.417620	2.962675	14.465365	4.714714	0.389772	-1.421673	-0.077306	0.248414	0.182293	0.121509	155.352196	4.495615	-0.589661	-0.346952	0.156959	-0.061005	-49384.141066	-49995.852327	49993.289454	2335.165999	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2443.471612	-49384.859274	-49998.620738	916.856798	49995.619805	-49115.446240	0.679951
39.000000	24	70.203253	54.779962	-54.216132	30.239265	-53.926206	7.306573	-17.906735	5.820641	4.799487	3.992961	3.100345	2.279413	1.792945	1.232319	0.963710	1.119023	1.459217	2.966825	14.692547	5.003698	0.391872	-1.408123	-0.074795	0.246788	0.182293	0.133365	155.490482	4.503785	-0.591327	-0.348618	0.160305	-0.060176	-49384.141066	-49995.852327	49993.289454	2336.673082	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2441.945839	-49384.859274	-49998.620738	918.363881	49995.619805	-49115.446240	0.679951
40.000000	24	70.381787	54.790643	-54.216132	30.228584	-53.956725	7.538528	-17.654958	6.026439	4.970074	4.057388	3.175435	2.376206	1.889078	1.307303	1.038288	1.160070	1.492494	2.970976	14.970214	5.318953	0.389772	-1.394573	-0.072285	0.247601	0.180627	0.135059	155.646053	4.503785	-0.591327	-0.349451	0.160305	-0.063493	-49384.141066	-49995.852327	49993.289454	2333.658916	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2441.945839	-49384.859274	-49998.620738	916.856798	49995.619805	-49115.446240	0.679951
41.000000	24	70.540483	54.795984	-54.216132	30.233924	-53.971984	7.787051	-17.426069	6.300837	5.161983	4.293623	3.314890	2.505262	1.995893	1.382287	1.048942	1.176489	1.500813	2.987578	15.172154	5.634208	0.387673	-1.379329	-0.070611	0.249227	0.180627	0.135059	155.784338	4.503785	-0.597990	-0.348618	0.160305	-0.061834	-49384.141066	-49995.852327	49993.289454	2335.165999	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2444.997385	-49384.859274	-49998.620738	916.856798	49995.619805	-49115.446240	0.679951
42.000000	24	70.639668	54.795984	-54.200873	30.223243	-53.941465	8.002438	-17.159032	6.472336	5.396539	4.401002	3.465071	2.591300	2.092026	1.446559	1.091558	1.205222	1.509133	2.983428	15.601276	5.949463	0.391872	-1.364931	-0.069775	0.247601	0.182293	0.135906	155.939909	4.511955	-0.602987	-0.351116	0.159469	-0.064322	-49384.141066	-49995.852327	49993.289454	2335.165999	-49997.181400	49993.757319	49382.136475	-49998.278036	-49384.647344	2446.523158	-49384.859274	-49998.620738	913.842632	49995.619805	-49115.446240	0.679951
