Test Data Acquisition Report
Seconds To Fire Line:   0.000000                     
Serial Number: 000
Test Date: 000
Test Request Number: 000
Test Title: c:\users\admin\desktop\paul\kevinhaifengRun004.txt
Add Text Here
Add Text Here
Add Text Here
Add Text Here
Time	Run	Horizontal Disp	Horizontal Force	East Disp	East Force	West Disp	West Force	SP1	Pacific - 10 (0:2:1)	Pacific - 11 (0:2:2)	Pacific - 12 (0:2:3)	Pacific - 13 (0:2:4)	Pacific - 14 (0:2:5)	Pacific - 15 (0:2:6)	Pacific - 16 (0:2:7)	Pacific - 18 (0:4:0)	Pacific - 19 (0:4:1)	Pacific - 20 (0:4:2)	Pacific - 21 (0:4:3)	Pacific - 22 (0:4:4)	Pacific - 23 (0:4:5)	Pacific - 24 (0:4:6)	Pacific - 27 (0:6:0)	Pacific - 28 (0:6:1)	Pacific - 29 (0:6:2)	Pacific - 30 (0:6:3)	Pacific - 31 (0:6:4)	Pacific - 44 (0:8:0)	Pacific - 45 (0:8:1)	Pacific - 46 (0:8:2)	Pacific - 47 (0:8:3)	Pacific - 48 (0:8:4)	Pacific - 69 (0:11:0)	Pacific - 70 (0:11:1)	Pacific - 72 (0:11:3)	Pacific - 75 (0:11:6)	Pacific - 76 (0:11:7)	Pacific - 86 (0:13:1)	Pacific - 87 (0:13:2)	Pacific - 88 (0:13:3)	Pacific - 89 (0:13:4)	Pacific - 90 (0:13:5)	Pacific - 91 (0:13:6)	Pacific - 92 (0:13:7)	Pacific - 101 (0:15:0)	Pacific - 102 (0:15:1)	Pacific - 103 (0:15:2)	Pacific - 104 (0:15:3)
8.000000	4	-0.633259	8.668783	47.110660	-53.987243	28.209784	-54.002503	0.049705	-0.034300	0.085293	0.042952	-0.021455	0.010755	0.000000	-0.085696	-0.127848	-0.028733	-0.016639	0.000000	0.353395	0.105085	0.000000	-0.024560	0.005858	-0.047968	-0.021662	0.000847	0.000000	0.069127	0.081619	0.000000	-0.000829	35.884440	42.504073	55.777124	-6.493428	14.363682	-7.739135	-21.334666	-19.951296	-21.520105	-53.655376	-21.049149	-51.235589	-58.693843	-31.859481	36.099060	0.000000
9.000000	4	-0.640889	8.668783	47.121342	-53.971984	28.204443	-54.002503	0.033136	0.034300	0.106616	0.085904	-0.010727	-0.032264	-0.010681	-0.085696	-0.149156	-0.041047	-0.004160	0.004151	0.429122	0.105085	-0.004199	-0.023713	0.005858	-0.048781	-0.021662	-0.000847	-0.000817	0.069959	0.081619	-0.001673	-0.000829	41.912771	37.926754	55.777124	-3.479263	11.312136	-10.790681	-21.334666	-24.528614	-26.041353	-49.078058	-19.542066	-52.761362	-58.693843	-34.911027	39.096825	0.000000
10.000000	4	-0.633259	8.648946	47.126682	-54.002503	28.204443	-53.987243	0.033136	0.000000	0.085293	0.064428	-0.042909	-0.032264	0.010681	-0.096408	-0.149156	-0.032838	-0.012479	0.004151	0.429122	0.157627	-0.002100	-0.024560	0.002510	-0.046342	-0.020829	0.000000	-0.000817	0.070792	0.080786	-0.002510	-0.001658	40.405688	39.452527	58.828670	-3.479263	11.312136	-9.264908	-21.334666	-15.373977	-24.534271	-50.603830	-22.556232	-48.184043	-64.722175	-34.911027	30.103528	0.000000
11.000000	4	-0.633259	8.668783	47.126682	-54.017762	28.199103	-54.002503	0.049705	-0.068600	0.127940	0.085904	-0.021455	-0.032264	0.000000	-0.085696	-0.138502	-0.028733	-0.016639	0.004151	0.403880	0.105085	0.000000	-0.023713	0.005858	-0.048781	-0.020829	0.000847	0.000000	0.067461	0.081619	-0.001673	-0.003317	41.912771	39.452527	57.302897	-0.465097	14.363682	-12.316454	-25.855914	-13.848204	-26.041353	-55.181149	-18.034984	-52.761362	-61.708009	-39.488346	27.105762	0.000000
12.000000	4	-0.625629	8.668783	47.132023	-54.002503	28.199103	-54.017762	0.033136	0.034300	0.106616	0.085904	-0.021455	-0.032264	-0.010681	-0.107120	-0.138502	-0.016419	-0.012479	-0.008301	0.403880	0.183899	-0.002100	-0.024560	0.007531	-0.047968	-0.021662	-0.000847	-0.000817	0.070792	0.084118	-0.001673	-0.002488	38.898606	42.504073	57.302897	-8.000511	12.837909	-9.264908	-16.813417	-18.425523	-21.520105	-55.181149	-22.556232	-48.184043	-57.186761	-31.859481	28.604645	0.000000
13.000000	4	-0.610370	8.748131	47.126682	-54.048280	28.209784	-54.002503	0.049705	0.000000	0.106616	0.042952	0.000000	-0.043019	0.000000	-0.074984	-0.127848	-0.032838	-0.012479	-0.004151	0.504849	0.105085	0.004199	-0.024560	0.007531	-0.047155	-0.021662	0.000847	-0.000817	0.070792	0.084951	-0.000837	-0.001658	41.912771	39.452527	61.880215	-4.986346	14.363682	-9.264908	-19.827583	-13.848204	-24.534271	-56.706922	-21.049149	-49.709816	-57.186761	-36.436800	30.103528	0.000000
14.000000	4	-0.640889	8.986175	47.116001	-54.048280	28.209784	-54.002503	0.033136	-0.034300	0.063970	0.128855	-0.010727	-0.021509	-0.010681	-0.085696	-0.138502	-0.024628	-0.008319	0.000000	0.429122	0.131356	-0.002100	-0.023713	0.004184	-0.047968	-0.021662	0.000000	-0.001634	0.069959	0.082452	0.001673	0.000000	37.391523	39.452527	54.251351	-4.986346	12.837909	-10.790681	-24.348832	-19.951296	-23.027188	-50.603830	-24.063315	-54.287135	-63.215092	-34.911027	34.600177	0.000000
15.000000	4	-0.610370	9.224219	47.126682	-54.063540	28.209784	-54.017762	0.049705	0.000000	0.106616	0.107379	-0.042909	-0.064528	-0.010681	-0.085696	-0.127848	-0.024628	-0.012479	-0.004151	0.479607	0.131356	-0.002100	-0.022866	0.005858	-0.046342	-0.022495	0.000000	0.001634	0.067461	0.084118	-0.000837	0.000000	41.912771	42.504073	57.302897	-3.479263	17.415228	-12.316454	-27.362997	-19.951296	-24.534271	-53.655376	-19.542066	-54.287135	-63.215092	-36.436800	30.103528	0.000000
16.000000	4	-0.633259	9.422590	47.116001	-54.048280	28.199103	-53.987243	0.049705	0.034300	0.106616	0.128855	-0.042909	-0.053774	-0.010681	-0.107120	-0.117194	-0.028733	-0.004160	0.000000	0.454364	0.183899	0.000000	-0.023713	0.006695	-0.047155	-0.020829	0.001694	-0.001634	0.071625	0.084118	-0.000837	-0.001658	43.419854	47.081392	60.354442	-0.465097	15.889455	-10.790681	-27.362997	-26.054387	-32.069685	-53.655376	-22.556232	-54.287135	-67.736341	-36.436800	33.101294	0.000000
17.000000	4	-0.633259	9.521775	47.121342	-54.063540	28.209784	-54.002503	0.066273	0.034300	0.127940	0.085904	-0.010727	-0.021509	0.021363	-0.085696	-0.127848	-0.028733	-0.008319	-0.004151	0.454364	0.210170	0.000000	-0.023713	0.006695	-0.048781	-0.019996	0.000847	-0.000817	0.068294	0.084118	0.000000	0.000000	44.926937	44.029846	58.828670	-1.972180	20.466774	-12.316454	-31.884246	-24.528614	-27.548436	-58.232695	-27.077481	-49.709816	-67.736341	-36.436800	42.094591	0.000000
18.000000	4	-0.625629	9.700308	47.116001	-54.063540	28.209784	-53.987243	0.082841	0.068600	0.085293	0.085904	0.032182	-0.010755	0.000000	-0.085696	-0.127848	-0.028733	-0.012479	0.000000	0.555334	0.262712	0.002100	-0.022866	0.006695	-0.048781	-0.020829	0.002541	0.000000	0.071625	0.085784	0.001673	0.000829	44.926937	44.029846	63.405988	-3.479263	18.941001	-15.367999	-21.334666	-27.580160	-29.055519	-55.181149	-27.077481	-61.915999	-72.257589	-39.488346	37.597942	0.000000
19.000000	4	-0.618000	9.859004	47.126682	-54.033021	28.204443	-53.987243	0.099409	0.102899	0.127940	0.085904	0.010727	0.000000	0.021363	-0.096408	-0.117194	-0.016419	-0.012479	0.004151	0.555334	0.341526	0.000000	-0.022866	0.007531	-0.047968	-0.019996	0.001694	0.000817	0.069127	0.086616	-0.002510	0.000829	46.434020	45.555619	60.354442	1.041986	26.569865	-15.367999	-25.855914	-24.528614	-27.548436	-61.284241	-28.584563	-54.287135	-67.736341	-36.436800	40.595708	0.000000
20.000000	4	-0.625629	9.997864	47.132023	-54.048280	28.215125	-54.002503	0.132546	0.171499	0.127940	0.150331	0.021455	-0.010755	0.000000	-0.096408	-0.138502	-0.028733	-0.012479	0.000000	0.504849	0.262712	-0.004199	-0.022866	0.007531	-0.046342	-0.020829	0.000847	0.000000	0.071625	0.085784	-0.001673	0.000829	47.941103	47.081392	69.509080	2.549069	25.044092	-18.419545	-30.377163	-23.002841	-32.069685	-62.810013	-30.091646	-52.761362	-69.243423	-36.436800	42.094591	0.000000
21.000000	4	-0.640889	10.156560	47.137364	-54.017762	28.204443	-53.987243	0.115977	0.171499	0.191910	0.128855	0.021455	0.010755	0.021363	-0.064272	-0.138502	-0.016419	-0.012479	0.000000	0.605819	0.315255	0.000000	-0.022019	0.008368	-0.047155	-0.019996	0.001694	-0.000817	0.071625	0.087449	-0.001673	0.000829	47.941103	47.081392	60.354442	4.056152	25.044092	-16.893772	-25.855914	-27.580160	-29.055519	-64.335786	-28.584563	-60.390226	-69.243423	-41.014119	40.595708	0.000000
22.000000	4	-0.625629	10.275582	47.137364	-54.063540	28.204443	-53.971984	0.165682	0.171499	0.170586	0.150331	0.010727	0.000000	0.021363	-0.085696	-0.127848	-0.028733	-0.008319	0.000000	0.580577	0.367797	-0.002100	-0.021172	0.005021	-0.048781	-0.021662	0.001694	0.001634	0.069959	0.084951	0.000000	0.002488	46.434020	50.132938	69.509080	5.563234	26.569865	-15.367999	-30.377163	-24.528614	-35.083850	-62.810013	-31.598729	-63.441772	-69.243423	-39.488346	48.090122	0.000000
23.000000	4	-0.625629	10.394604	47.126682	-54.033021	28.209784	-53.987243	0.149114	0.102899	0.170586	0.150331	0.021455	0.000000	0.042726	-0.074984	-0.106540	-0.024628	-0.016639	-0.004151	0.631062	0.420340	-0.002100	-0.018632	0.005858	-0.047968	-0.019996	0.002541	0.000817	0.072458	0.085784	-0.000837	0.000000	47.941103	54.710256	66.457534	10.084483	31.147184	-13.842227	-27.362997	-29.105933	-35.083850	-64.335786	-28.584563	-57.338681	-72.257589	-42.539892	43.593474	0.000000
24.000000	4	-0.648518	10.553301	47.132023	-54.002503	28.204443	-54.002503	0.165682	0.137199	0.170586	0.150331	0.032182	-0.010755	0.032044	-0.074984	-0.138502	-0.028733	-0.008319	-0.004151	0.631062	0.394069	0.002100	-0.018632	0.004184	-0.046342	-0.019163	0.001694	-0.001634	0.071625	0.084951	0.000837	0.000000	50.955268	53.184483	67.983307	5.563234	25.044092	-19.945318	-33.391329	-24.528614	-33.576768	-58.232695	-30.091646	-63.441772	-75.271755	-39.488346	52.586771	0.000000
25.000000	4	-0.618000	10.672323	47.132023	-54.048280	28.199103	-53.956725	0.198818	0.137199	0.213233	0.150331	0.032182	0.000000	0.074770	-0.096408	-0.127848	-0.028733	-0.012479	0.000000	0.631062	0.446611	-0.002100	-0.018632	0.006695	-0.039838	-0.019163	0.003388	-0.002451	0.073291	0.085784	0.000837	0.000000	55.476517	53.184483	71.034853	11.591566	31.147184	-16.893772	-30.377163	-32.157479	-33.576768	-64.335786	-25.570398	-61.915999	-78.285921	-45.591437	51.087888	0.000000
26.000000	4	-0.633259	10.831019	47.137364	-54.033021	28.199103	-53.971984	0.182250	0.171499	0.149263	0.171807	0.075091	0.021509	0.053407	-0.064272	-0.138502	-0.024628	-0.008319	-0.004151	0.706789	0.394069	0.004199	-0.019478	0.007531	-0.037399	-0.018329	0.001694	-0.000817	0.071625	0.087449	-0.000837	0.000829	53.969434	57.761802	74.086398	7.070317	31.147184	-16.893772	-33.391329	-30.631706	-39.605099	-59.758468	-31.598729	-60.390226	-73.764672	-47.117210	49.589005	0.000000
27.000000	4	-0.633259	10.910367	47.142705	-54.002503	28.199103	-53.926206	0.248523	0.171499	0.170586	0.193283	0.042909	0.010755	0.064089	-0.053560	-0.138502	-0.020524	-0.016639	-0.004151	0.605819	0.420340	0.000000	-0.019478	0.006695	-0.039025	-0.018329	0.001694	-0.001634	0.071625	0.086616	0.000837	0.001658	52.462351	57.761802	74.086398	4.056152	34.198730	-16.893772	-28.870080	-30.631706	-35.083850	-67.387332	-33.105812	-63.441772	-76.778838	-45.591437	49.589005	0.000000
28.000000	4	-0.618000	11.049226	47.126682	-53.987243	28.199103	-53.910947	0.231955	0.205799	0.213233	0.193283	0.042909	0.000000	0.074770	-0.064272	-0.127848	-0.032838	-0.012479	-0.004151	0.706789	0.420340	0.002100	-0.016938	0.005858	-0.037399	-0.019996	0.001694	0.000000	0.070792	0.084951	0.000837	0.002488	58.490683	59.287575	72.560625	11.591566	28.095638	-16.893772	-30.377163	-33.683252	-36.590933	-73.490424	-34.612895	-58.864454	-76.778838	-47.117210	54.085654	0.000000
29.000000	4	-0.640889	11.168249	47.132023	-54.002503	28.199103	-53.895688	0.231955	0.171499	0.234556	0.193283	0.064364	0.000000	0.064089	-0.053560	-0.117194	-0.024628	-0.012479	0.000000	0.681547	0.499154	-0.004199	-0.018632	0.007531	-0.038212	-0.018329	0.003388	0.000000	0.069959	0.087449	0.000000	0.000000	55.476517	59.287575	67.983307	14.605732	34.198730	-13.842227	-36.405494	-32.157479	-36.590933	-71.964651	-33.105812	-64.967545	-87.328418	-41.014119	54.085654	0.000000
30.000000	4	-0.625629	11.267434	47.142705	-54.017762	28.209784	-53.926206	0.281659	0.240098	0.234556	0.214759	0.042909	0.021509	0.064089	-0.064272	-0.127848	-0.028733	-0.012479	0.000000	0.732032	0.472882	-0.002100	-0.017785	0.007531	-0.038212	-0.020829	0.002541	0.000000	0.069959	0.084951	-0.003346	0.001658	55.476517	54.710256	72.560625	17.619897	29.621411	-21.471091	-37.912577	-27.580160	-38.098016	-68.913105	-37.627061	-68.019091	-76.778838	-44.065664	60.081185	0.000000
31.000000	4	-0.640889	11.366619	47.137364	-54.002503	28.193762	-53.926206	0.265091	0.205799	0.277203	0.214759	0.064364	0.010755	0.064089	-0.074984	-0.127848	-0.016419	-0.008319	0.000000	0.757274	0.525425	-0.008399	-0.019478	0.005858	-0.039025	-0.019996	0.000847	-0.000817	0.069127	0.084951	0.000000	0.000000	58.490683	59.287575	77.137944	16.112814	40.301821	-32.151501	-37.912577	-39.786343	-36.590933	-67.387332	-33.105812	-63.441772	-82.807169	-51.694529	58.582302	0.000000
32.000000	4	-0.633259	11.584826	47.126682	-53.987243	28.209784	-53.910947	0.298227	0.205799	0.255879	0.193283	0.085818	0.021509	0.074770	-0.064272	-0.117194	-0.020524	-0.008319	-0.004151	0.732032	0.525425	-0.004199	-0.017785	0.007531	-0.038212	-0.019996	0.000847	0.000817	0.065795	0.085784	0.000000	0.000000	64.519014	54.710256	77.137944	20.634063	34.198730	-29.099955	-34.898412	-36.734797	-39.605099	-70.438878	-33.105812	-69.544864	-81.300086	-48.642983	61.580068	0.000000
33.000000	4	-0.625629	11.743522	47.132023	-54.033021	28.209784	-53.910947	0.314796	0.240098	0.298526	0.257711	0.085818	0.021509	0.064089	-0.032136	-0.127848	-0.024628	-0.004160	0.008301	0.807759	0.604239	-0.002100	-0.019478	0.006695	-0.038212	-0.019163	0.001694	0.000000	0.067461	0.084118	-0.001673	0.000000	61.504848	62.339121	78.663717	22.141146	37.250275	-30.625728	-40.926743	-38.260570	-38.098016	-73.490424	-33.105812	-68.019091	-79.793003	-48.642983	61.580068	0.000000
34.000000	4	-0.656148	11.803034	47.137364	-54.048280	28.204443	-53.880428	0.364500	0.274398	0.319849	0.236235	0.053636	0.043019	0.096133	-0.021424	-0.117194	-0.016419	-0.004160	0.000000	0.807759	0.551696	-0.004199	-0.017785	0.005021	-0.040651	-0.019996	0.001694	-0.001634	0.066628	0.085784	0.000837	0.000829	64.519014	63.864893	80.189490	20.634063	43.353367	-26.048410	-36.405494	-33.683252	-44.126348	-68.913105	-36.119978	-71.070637	-81.300086	-48.642983	63.078951	0.000000
35.000000	4	-0.648518	11.902219	47.132023	-54.002503	28.204443	-53.910947	0.331364	0.274398	0.319849	0.279186	0.096545	0.043019	0.074770	-0.032136	-0.095886	-0.024628	-0.004160	0.008301	0.782517	0.525425	-0.002100	-0.019478	0.003347	-0.039025	-0.019163	0.003388	-0.002451	0.066628	0.084951	0.000000	0.000000	63.011931	60.813348	86.292581	20.634063	44.879140	-29.099955	-42.433826	-39.786343	-44.126348	-70.438878	-36.119978	-64.967545	-85.821335	-48.642983	58.582302	0.000000
36.000000	4	-0.640889	12.041078	47.137364	-54.002503	28.204443	-53.895688	0.331364	0.240098	0.255879	0.236235	0.118000	0.053774	0.106815	-0.032136	-0.127848	-0.028733	0.000000	0.008301	0.807759	0.551696	-0.002100	-0.016938	0.005021	-0.039838	-0.019163	0.002541	-0.001634	0.069959	0.083285	-0.000837	0.000829	63.011931	62.339121	81.715263	19.126980	44.879140	-27.574182	-42.433826	-41.312116	-42.619265	-75.016197	-42.148309	-71.070637	-85.821335	-54.746075	66.076717	0.000000
37.000000	4	-0.648518	12.160100	47.137364	-53.987243	28.209784	-53.880428	0.364500	0.274398	0.234556	0.257711	0.096545	0.043019	0.096133	-0.021424	-0.106540	-0.028733	0.000000	0.004151	0.833001	0.525425	-0.004199	-0.020325	0.007531	-0.039025	-0.020829	0.000847	-0.002451	0.054968	0.081619	0.000000	0.000829	69.040263	62.339121	89.344127	19.126980	49.456458	-26.048410	-45.447992	-33.683252	-44.126348	-81.119288	-43.655392	-71.070637	-85.821335	-54.746075	61.580068	0.000000
38.000000	4	-0.633259	12.279122	47.137364	-54.033021	28.204443	-53.895688	0.381068	0.274398	0.277203	0.257711	0.107273	0.043019	0.074770	-0.021424	-0.106540	-0.024628	0.000000	0.008301	0.858244	0.577967	-0.002100	-0.016938	0.006695	-0.038212	-0.021662	0.001694	-0.000817	0.052470	0.085784	0.000000	0.000829	66.026097	68.442212	89.344127	26.662394	41.827594	-24.522637	-43.940909	-44.363662	-42.619265	-78.067742	-42.148309	-68.019091	-85.821335	-53.220302	66.076717	0.000000
39.000000	4	-0.640889	12.417982	47.137364	-54.017762	28.204443	-53.880428	0.397637	0.274398	0.255879	0.236235	0.107273	0.064528	0.106815	-0.010712	-0.095886	-0.020524	-0.004160	0.004151	0.908729	0.577967	0.004199	-0.017785	0.007531	-0.039025	-0.021662	0.001694	-0.002451	0.055801	0.085784	0.002510	0.001658	64.519014	73.019531	90.869900	29.676560	38.776048	-35.203047	-48.462157	-42.837889	-51.661762	-76.541969	-45.162475	-71.070637	-88.835500	-47.117210	66.076717	0.000000
40.000000	4	-0.618000	12.517167	47.142705	-53.987243	28.199103	-53.880428	0.364500	0.240098	0.255879	0.300662	0.150182	0.053774	0.085452	-0.021424	-0.095886	-0.016419	-0.004160	0.008301	0.858244	0.630510	0.000000	-0.019478	0.007531	-0.036586	-0.020829	0.000000	-0.002451	0.055801	0.084951	0.000837	0.000829	64.519014	65.390666	84.766809	29.676560	46.404913	-36.728820	-43.940909	-44.363662	-39.605099	-81.119288	-40.641226	-78.699501	-90.342583	-50.168756	69.074482	0.000000
41.000000	4	-0.618000	12.616352	47.142705	-54.002503	28.209784	-53.865169	0.397637	0.240098	0.255879	0.279186	0.139454	0.075283	0.096133	-0.010712	-0.106540	-0.028733	-0.008319	0.012452	0.959214	0.630510	0.000000	-0.017785	0.005858	-0.034960	-0.019163	0.000847	0.001634	0.054135	0.084118	0.001673	-0.000829	64.519014	59.287575	84.766809	31.183643	50.982231	-32.151501	-42.433826	-45.889435	-45.633430	-79.593515	-45.162475	-74.122182	-93.356749	-51.694529	75.070014	0.000000
42.000000	4	-0.633259	12.735374	47.137364	-54.002503	28.209784	-53.865169	0.430773	0.308698	0.319849	0.279186	0.128727	0.075283	0.085452	0.000000	-0.095886	-0.012314	-0.004160	0.004151	0.984456	0.683052	-0.002100	-0.017785	0.004184	-0.036586	-0.020829	0.000000	0.000000	0.054135	0.083285	0.000837	0.000000	61.504848	65.390666	89.344127	29.676560	52.508004	-33.677274	-43.940909	-36.734797	-51.661762	-79.593515	-48.176641	-77.173728	-91.849666	-57.797620	69.074482	0.000000
43.000000	4	-0.648518	12.874233	47.142705	-54.017762	28.204443	-53.880428	0.430773	0.342998	0.341173	0.322138	0.150182	0.053774	0.096133	-0.010712	-0.085232	-0.024628	-0.004160	0.004151	0.959214	0.630510	0.000000	-0.016091	0.005858	-0.034960	-0.020829	0.003388	-0.000817	0.054135	0.084118	0.000000	-0.000829	70.547346	73.019531	87.818354	34.197809	47.930686	-33.677274	-45.447992	-44.363662	-48.647596	-81.119288	-42.148309	-74.122182	-97.877998	-51.694529	64.577834	0.000000
44.000000	4	-0.633259	12.973418	47.153386	-54.017762	28.204443	-53.880428	0.397637	0.342998	0.383819	0.322138	0.139454	0.086038	0.106815	0.000000	-0.106540	-0.020524	0.008319	0.012452	1.034941	0.683052	0.002100	-0.017785	0.005858	-0.036586	-0.019996	0.000000	0.001634	0.054968	0.083285	0.000837	-0.000829	72.054428	69.967985	89.344127	29.676560	50.982231	-41.306138	-46.955074	-44.363662	-50.154679	-85.696607	-48.176641	-77.173728	-91.849666	-53.220302	72.072248	0.000000
